subject_category	subject_id	subject_label	subject_type	predicate_id	object_id	object_label	object_type	confidence	comment	mapping_justification	mapping_date	creator_id
Roles of People (Contributor)	schema:contributor/schema:Role/schema:contributor/schema:Person/schema:sameAs	sameAs	schema:URL	skos:exactMatch	sssom:NoMapping			1	No match can be found.	semapv:ManualMappingCuration	2023-09-01	https://orcid.org/0000-0003-2261-9931
Roles of People (Contributor)	schema:contributor/schema:Role/schema:contributor/schema:Person/schema:name	name	schema:Text	skos:exactMatch	sssom:NoMapping			1	No match can be found.	semapv:ManualMappingCuration	2023-09-01	https://orcid.org/0000-0003-2261-9931
Roles of People (Contributor)	schema:contributor/schema:Role/schema:contributor/schema:Person/schema:familyName	familyName	schema:Text	skos:exactMatch	par:surName	surName	res:i18nNonEmptyStringType	1	Definitions and types match.	semapv:ManualMappingCuration	2023-09-01	https://orcid.org/0000-0003-2261-9931
Roles of People (Contributor)	schema:contributor/schema:Role/schema:contributor/schema:Person/schema:givenName	givenName	schema:Text	skos:exactMatch	par:givenName	givenName	res:i18nNonEmptyStringType	1	Definitions and types match.	semapv:ManualMappingCuration	2023-09-01	https://orcid.org/0000-0003-2261-9931
Roles of People (Contributor)	schema:contributor/schema:Role/schema:contributor/schema:Person/schema:honorificPrefix	honorificPrefix	schema:Text	skos:exactMatch	par:salutation	salutation	res:i18nNonEmptyStringType	1	Definitions and types match.	semapv:ManualMappingCuration	2023-09-01	https://orcid.org/0000-0003-2261-9931
Roles of People (Contributor)	schema:contributor/schema:Role/schema:contributor/schema:Person/schema:honorificSuffix	honorificSuffix	schema:Text	skos:exactMatch	sssom:NoMapping			1	No match can be found.	semapv:ManualMappingCuration	2023-09-01	https://orcid.org/0000-0003-2261-9931
Roles of People (Contributor)	schema:contributor/schema:Role/schema:contributor/schema:Person/schema:identifier/schema:PropertyValue/schema:url	url	schema:URL	skos:broadMatch	par:userId	userId	xs:string	1	Definitions match but object type is broader.  Note, the object's value can be a URL and thus form an exact match.	semapv:ManualMappingCuration	2023-09-01	https://orcid.org/0000-0003-2261-9931
Roles of People (Contributor)	schema:contributor/schema:Role/schema:contributor/schema:Person/schema:identifier/schema:PropertyValue/schema:value	value	schema:Text	skos:exactMatch	par:userId	userId	xs:string	1	Definitions and types match.  Note, if the object's value is URL, the optimal location is at schema:PropertyValue/schema:url.	semapv:ManualMappingCuration	2023-09-01	https://orcid.org/0000-0003-2261-9931
Roles of People (Contributor)	schema:contributor/schema:Role/schema:contributor/schema:Person/schema:identifier/schema:PropertyValue/schema:propertyID	propertyID	schema:Text schema:URL	skos:exactMatch	par:directory	directory	xs:string	1	Definitions and types match.	semapv:ManualMappingCuration	2023-09-01	https://orcid.org/0000-0003-2261-9931
Publisher and Provider	schema:publisher/schema:Organization/schema:legalName	legalName	schema:Text	skos:exactMatch	sssom:NoMapping			1	No match can be found.	semapv:ManualMappingCuration	2023-09-01	https://orcid.org/0000-0003-2261-9931
Publisher and Provider	schema:publisher/schema:Organization/schema:description	description	schema:Text	skos:exactMatch	sssom:NoMapping			1	No match can be found.	semapv:ManualMappingCuration	2023-09-01	https://orcid.org/0000-0003-2261-9931
Publisher and Provider	schema:publisher/schema:Organization/schema:url	url	schema:URL	skos:exactMatch	sssom:NoMapping			1	No match can be found.	semapv:ManualMappingCuration	2023-09-01	https://orcid.org/0000-0003-2261-9931
Publisher and Provider	schema:publisher/schema:Organization/schema:sameAs	sameAs	schema:URL	skos:exactMatch	sssom:NoMapping			1	No match can be found.	semapv:ManualMappingCuration	2023-09-01	https://orcid.org/0000-0003-2261-9931
Publisher and Provider	schema:provider/schema:Organization/schema:legalName	legalName	schema:Text	skos:exactMatch	sssom:NoMapping			1	No match can be found.	semapv:ManualMappingCuration	2023-09-01	https://orcid.org/0000-0003-2261-9931
Publisher and Provider	schema:provider/schema:Organization/schema:description	description	schema:Text	skos:exactMatch	sssom:NoMapping			1	No match can be found.	semapv:ManualMappingCuration	2023-09-01	https://orcid.org/0000-0003-2261-9931
Publisher and Provider	schema:provider/schema:Organization/schema:url	url	schema:URL	skos:exactMatch	sssom:NoMapping			1	No match can be found.	semapv:ManualMappingCuration	2023-09-01	https://orcid.org/0000-0003-2261-9931
Publisher and Provider	schema:provider/schema:Organization/schema:sameAs	sameAs	schema:URL	skos:exactMatch	sssom:NoMapping			1	No match can be found.	semapv:ManualMappingCuration	2023-09-01	https://orcid.org/0000-0003-2261-9931
Funding	schema:funding/schema:MonetaryGrant/schema:funder/schema:Organization/schema:name	name	schema:Text	skos:exactMatch	proj:funderName	funderName	res:i18nNonEmptyStringType	1	Definitions and types match.	semapv:ManualMappingCuration	2023-09-01	https://orcid.org/0000-0003-2261-9931
Funding	schema:funding/schema:MonetaryGrant/schema:funder/schema:Organization/schema:identifier	identifier	schema:URL schema:Text	skos:exactMatch	proj:funderIdentifier	funderIdentifier	res:i18nNonEmptyStringType	1	Definitions and types match.	semapv:ManualMappingCuration	2023-09-01	https://orcid.org/0000-0003-2261-9931
Funding	schema:funding/schema:MonetaryGrant/schema:name	name	schema:Text	skos:exactMatch	proj:title	title	res:i18nNonEmptyStringType	1	Definitions and types match.	semapv:ManualMappingCuration	2023-09-01	https://orcid.org/0000-0003-2261-9931
Funding	schema:funding/schema:MonetaryGrant/schema:description	description	schema:Text	skos:exactMatch	sssom:NoMapping			1	No match can be found.	semapv:ManualMappingCuration	2023-09-01	https://orcid.org/0000-0003-2261-9931
Funding	schema:funding/schema:MonetaryGrant/schema:url	url	schema:URL	skos:broadMatch	proj:awardUrl	awardUrl	res:i18nNonEmptyStringType	0.5	Definitions match but object type is broader.  Note, though the types don't match, the object's definition implies the type constraint is actually URL.	semapv:ManualMappingCuration	2023-09-01	https://orcid.org/0000-0003-2261-9931
Funding	schema:funding/schema:MonetaryGrant/schema:identifier	identifier	schema:Text schema:URL	skos:exactMatch	proj:awardNumber	awardNumber	res:i18nNonEmptyStringType	1	Definitions and types match.	semapv:ManualMappingCuration	2023-09-01	https://orcid.org/0000-0003-2261-9931
License	schema:license	license	schema:URL	skos:narrowMatch	res:licensed/res:url	url	xs:anyURI	1	Definitions match but object type is narrower.	semapv:ManualMappingCuration	2023-09-01	https://orcid.org/0000-0003-2261-9931
Provenance Relationships	prov:wasRevisionOf	wasRevisionOf	prov:Entity	skos:exactMatch	sssom:NoMapping			1	No match can be found.	semapv:ManualMappingCuration	2023-09-01	https://orcid.org/0000-0003-2261-9931
Provenance Relationships	prov:wasDerivedFrom	wasDerivedFrom	prov:Entity	skos:narrowMatch	md:dataSource/res:distribution/res:online/res:url	url	res:UrlType	1	Definitions match but object type is narrower.  Duplicates content from schema:isBasedOn because as the SOSO guidelines state "there is utility in expressing the relationship with both predicates for consumers that might only be looking for one or the other."	semapv:ManualMappingCuration	2023-09-01	https://orcid.org/0000-0003-2261-9931
Provenance Relationships	schema:isBasedOn	isBasedOn	schema:URL	skos:exactMatch	md:dataSource/res:distribution/res:online/res:url	url	res:UrlType	1	Definitions and types match.  Duplicates content from prov:wasDerivedFrom because as the SOSO guidelines state "there is utility in expressing the relationship with both predicates for consumers that might only be looking for one or the other."	semapv:ManualMappingCuration	2023-09-01	https://orcid.org/0000-0003-2261-9931
Provenance Relationships	prov:wasGeneratedBy	wasGeneratedBy	prov:Activity	skos:exactMatch	sssom:NoMapping			1	No match can be found.	semapv:ManualMappingCuration	2023-09-01	https://orcid.org/0000-0003-2261-9931
