subject_category	subject_id	subject_label	subject_type	predicate_id	object_id	object_label	object_type	confidence	comment	mapping_justification	mapping_date	creator_id	creator_names
Common Properties	spase:ResourceHeader/spase:PublicationInfo/spase:PublicationDate	PublicationDate	xsd:dateTime	skos:exactMatch	schema:dateCreated	dateCreated	schema:Date schema:DateTime	1	If spase:ResourceHeader/spase:PublicationInfo/spase:PublicationDate is empty, pull the information from the mapping indicated on this row. The logic should pull the earliest ReleaseDate in RevisionHistory/RevisionEvent if there is no entry in the PublicationDate field. If there are also no RevisionHistory entries, then it defaults to the ReleaseDate field.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Common Properties	spase:ResourceHeader/spase:RevisionHistory/spase:RevisionEvent/spase:ReleaseDate	RevisionEvent	xsd:dateTime	skos:narrowMatch	schema:dateCreated	dateCreated	schema:Date schema:DateTime	1	If spase:ResourceHeader/spase:PublicationInfo/spase:PublicationDate is empty, pull the information from the mapping indicated on this row. The logic should pull the earliest ReleaseDate in RevisionHistory/RevisionEvent if there is no entry in the PublicationDate field. If there are also no RevisionHistory entries, then it defaults to the ReleaseDate field.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Common Properties	spase:ResourceHeader/spase:ReleaseDate	ReleaseDate	xsd:dateTime	skos:narrowMatch	schema:dateCreated	dateCreated	schema:Date schema:DateTime	1	If spase:ResourceHeader/spase:PublicationInfo/spase:PublicationDate is empty, pull the information from the mapping indicated on this row. The logic should pull the earliest ReleaseDate in RevisionHistory/RevisionEvent if there is no entry in the PublicationDate field. If there are also no RevisionHistory entries, then it defaults to the ReleaseDate field.		May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	
Common Properties	spase:ResourceHeader/spase:ReleaseDate	ReleaseDate	xsd:dateTime	skos:exactMatch	schema:dateModified	dateModified	schema:Date schema:DateTime	1		semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Common Properties	spase:ResourceHeader/spase:PublicationInfo/spase:PublicationDate	PublicationDate	xsd:dateTime	skos:exactMatch	schema:datePublished	datePublished	schema:Date schema:DateTime	1		semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Common Properties	spase:ResourceHeader/spase:ReleaseDate	ReleaseDate	xsd:dateTime	skos:narrowMatch	schema:datePublished	datePublished	schema:Date schema:DateTime	1	If spase:ResourceHeader/spase:PublicationInfo/spase:PublicationDate is empty, pull the information from the mapping indicated on this row. The logic should pull the earliest ReleaseDate in RevisionHistory/RevisionEvent if there is no entry in the PublicationDate field. If there are also no RevisionHistory entries, then it defaults to the ReleaseDate field.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Common Properties	spase:ResourceHeader/spase:RevisionHistory/spase:RevisionEvent/spase:ReleaseDate	RevisionEvent	xsd:dateTime	skos:narrowMatch	schema:datePublished	datePublished	schema:Date schema:DateTime		If spase:ResourceHeader/spase:PublicationInfo/spase:PublicationDate is empty, pull the information from the mapping indicated on this row. The logic should pull the earliest ReleaseDate in RevisionHistory/RevisionEvent if there is no entry in the PublicationDate field. If there are also no RevisionHistory entries, then it defaults to the ReleaseDate field.		May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	
Common Properties	spase:ResourceHeader/spase:ReleaseDate	ReleaseDate	xsd:dateTime	skos:narrowMatch	schema:datePublished	datePublished	schema:Date schema:DateTime		If spase:ResourceHeader/spase:PublicationInfo/spase:PublicationDate is empty, pull the information from the mapping indicated on this row. The logic should pull the earliest ReleaseDate in RevisionHistory/RevisionEvent if there is no entry in the PublicationDate field. If there are also no RevisionHistory entries, then it defaults to the ReleaseDate field.		May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	
Common Properties	spase:ResourceHeader/spase:Description	Description	xsd:string	skos:exactMatch	schema:description	description	schema:Text	1		semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Distributions	sssom:NoMapping			skos:exactMatch	schema:distribution/schema:@type	@type	schema:DataDownload	1	Determined based on field name. This field is only populated if the URL is a direct access to download data (e.g., has a .cdf file extension or something similar).	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Distributions	spase:AccessInformation/spase:AccessURL/spase:URL	URL		skos:exactMatch	schema:distribution/schema:contentUrl	contentUrl	schema:URL	1	This field is only populated if the URL is a direct access to download data (e.g., has a .cdf file extension or something similar).	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Distributions	sssom:NoMapping			skos:exactMatch	schema:distribution/schema:encodingFormat	encodingFormat	schema:Text	1	Determined based on file extension. This field is only populated if the URL is a direct access to download data (e.g., has a .cdf file extension or something similar).	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Funding	sssom:NoMapping			skos:exactMatch	schema:funding/schema:@type	@type	schema:MonetaryGrant	1	Determined based on field name	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Funding	sssom:NoMapping			skos:exactMatch	schema:funding/schema:funder/schema:@type	@type	schema:Organization	1	Determined based on field name	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Funding	spase:ResourceHeader/spase:Agency	Agency	xsd:string	skos:exactMatch	schema:funding/schema:funder/schema:name	name	schema:Text	1		semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
